packet_size_mean,packet_size_std,flow_rate,syn_ack_ratio,tcp_ratio,udp_ratio,ttl_mean,ttl_std,payload_length_mean,payload_length_std,unique_sources,unique_destinations,port_entropy,ip_entropy,label
768.2609972455164,298.99286102352255,1.8021412356206818,0.008999970198505632,0.7530017807505882,0.276523606068786,32.348832062807375,4.970931541385196,932.0411645809612,110.88792831198654,3.0,3.0,3.2120386929629747,2.781964015901621,normal
624.6663749409983,116.87885265165403,7.874000427463734,0.009948770335704241,0.8651334201747678,0.20116791292099045,33.999902357644146,4.287523670261865,650.8669212465877,50.4149836593574,7.0,4.0,3.7622821884063216,3.2279515363767146,normal
764.9418625786939,175.31906680183647,14.537771987742431,0.09893226609483555,0.721737165304352,0.158145109135002,47.047661043028924,2.23886571865806,768.0354740488615,107.5317736387583,7.0,4.0,2.9954459415488977,3.587276111656158,normal
722.696538046504,207.56393667000964,10.330933049942333,0.28156625919972256,0.7813680921467456,0.2582835435026337,50.0104372871976,1.6805809950527597,693.005508190833,167.84074266657578,5.0,5.0,2.2952036446316746,3.655107787421705,normal
1313.1248451606227,105.77764451374217,3.642393699412351,0.13638043441480155,0.635376711445266,0.1836066715216022,53.64235307012372,3.863761808899085,978.473207994257,175.29147828242864,7.0,1.0,3.0221751707815256,2.376878050590485,normal
945.1968246289565,112.67422825890128,6.394330443865188,0.254605713856163,0.7857359585248198,0.10361061607430488,31.329481799849237,2.553645432913852,479.9940257921949,113.25034003006829,7.0,3.0,2.5777439264537447,3.788315158871738,normal
887.0479452291504,134.95386459701155,17.131333257056554,0.062372388689074985,0.8060921329566249,0.08559263225611462,39.206540163515626,1.313582238767685,759.9615945108633,162.24589607439816,7.0,3.0,2.9838758067264415,3.287854053563984,normal
660.2502934070591,55.074184199044765,4.72124333077907,0.12412132799405844,0.7885447936634254,0.2848589423563289,31.857725712272394,3.5679025149171095,766.1730214383982,90.66492157270301,9.0,4.0,3.884865412074643,2.697970605346347,normal
57.322816202231124,15.907512857598318,135.18922569757422,0.0,0.0,1.0,27.703296343623645,1.618728461223276,95.38698189680153,14.4476248292483,28.0,1.0,0.45824359977426987,5.633121028090578,udp_flood
1218.4357880788252,141.86759400745302,27.70947928197462,0.009911190197196697,0.7515419599898264,0.056327553631750564,53.46821158265395,2.8433819413525825,752.5058846446314,145.57905667745203,9.0,4.0,3.8399244074243404,2.339536890452708,normal
818.5298883019001,112.83588955078609,3.3318520936775142,0.0784153354029671,0.691937115813906,0.3405767728059707,60.8928408007349,4.576103632836016,725.3104196755429,128.83067453446304,8.0,4.0,3.1307017524482426,2.392416142124309,normal
54.54598604374529,10.933688868421982,128.33084558474718,0.9771152558076486,1.0,0.0,31.78574540570991,2.0609526559807447,0.0,0.0,54.0,1.0,0.06173053835835973,5.894199603215537,syn_flood
997.5578864280118,195.3846815547312,8.3272960985676,0.012493264711271934,0.9641905614171745,0.3079119333317717,54.20299425793132,2.1977139063871935,1026.2909051348277,118.21062819574905,4.0,3.0,3.408372924590953,2.1839993415958654,normal
153.97571446119053,27.53639775741943,169.22810616982537,0.0,0.0,1.0,32.40853664890315,2.723324492288706,50.49341805645773,12.718940900282135,25.0,1.0,0.7301194355823611,4.410690757008911,udp_flood
790.4558631422182,182.51438444565372,86.67977776070542,0.2656187497566853,1.0,0.0,60.99143713785857,2.263722113678861,178.7792882123578,75.25644734408044,15.0,1.0,0.5812635673153073,3.149931050480906,http_flood
54.66569041608254,23.497940561187313,67.64868478851149,0.0,0.0,1.0,25.75287673989818,1.6164933895979887,75.34095910683781,12.467012991005099,22.0,1.0,0.8808263949048531,5.945904248710864,udp_flood
700.8984428572971,260.81494094550294,9.619169313723159,0.11537375223672057,0.9145949050872082,0.12709107848263262,33.523840164874244,1.950028952409769,900.4317455000263,191.34741676631626,5.0,3.0,3.1264743300654905,2.4937894607051083,normal
671.0174737747,223.61820709019128,13.126318195351836,0.16165095552789124,0.9604490464398577,0.31387904176386416,47.43610233948985,3.4841856431874128,825.0209562736061,145.2661890438223,7.0,7.0,3.1064196228888674,2.515377978080342,normal
835.1611974983905,103.21221634485963,1.2184593026545572,0.13612327099516552,0.9397819927290124,0.10469972914778007,56.36658558930749,2.6340216911503798,929.1099249946568,93.42883811155966,10.0,3.0,2.831815870105399,2.460386909754656,normal
706.5397624896099,208.54408943768092,4.203508357182555,0.018577568672648485,0.7506649647717158,0.23342094233375138,57.76194550980031,4.155740922790202,838.7018031765738,65.019670560805,7.0,6.0,3.8584513595158443,3.7500943508412448,normal
65.29889110491162,19.346062929751902,343.79023458506026,0.9919631281615515,1.0,0.0,32.43651515352337,1.6888131230607668,0.0,0.0,60.0,1.0,0.8310031256895175,4.650496796824486,syn_flood
1185.1464601435173,164.1358188980052,27.87680097515599,0.16880354485603133,0.6724285815293453,0.02993971308303449,56.5051519790716,2.5338994410844515,814.8762839042978,108.70370884809893,7.0,6.0,2.857273300602925,3.9157097353987167,normal
301.5407351503658,144.89734449780707,43.35609403272649,0.11855591974374531,1.0,0.0,38.50315581262174,3.433456432225051,344.1562922919778,113.8281646259479,7.0,1.0,0.7720988396203496,3.590059163675014,http_flood
710.1189493255844,199.5765319630276,88.17115751913155,0.13476379438835914,1.0,0.0,51.52776857529254,4.328110888774975,133.9288841207134,119.90257650295393,8.0,1.0,0.6163664376634067,3.59975964041539,http_flood
907.8158451197928,71.61919274584972,5.01558761359116,0.0014722936680179467,0.8306225138239735,0.09208570231911586,41.68506249741427,4.896132177625938,615.8924946586227,135.75082505120344,9.0,6.0,3.724543935261744,3.0528394816871867,normal
864.1461349725978,127.07011442216563,15.534301649516859,0.2047624601499771,0.85135181432983,0.18267163187889257,48.71887517325361,1.4305843101327222,696.1405667892087,180.65198175872104,10.0,3.0,2.26061759296306,2.117082777150766,normal
55.62859712339842,10.580332237442668,278.01877953121925,0.9187131092989393,1.0,0.0,29.903067949449504,1.8446941180343461,0.0,0.0,71.0,1.0,0.15046739460096148,5.006903781721991,syn_flood
1167.948354981254,175.99057148779684,5.730133001005942,0.032794947517859496,0.9249404964365836,0.3848919611848516,37.475906299019094,3.960999035082539,742.4821248441908,55.78908712958052,4.0,4.0,2.007816108006301,3.1127848194785237,normal
803.6694083431642,108.74616637745092,1.908718706924767,0.12011734460034637,0.6575439961494257,0.43698980336544196,42.01771805786769,4.267852672317785,782.6927739837428,111.71147241001609,5.0,4.0,2.8979472169392664,3.1580007928233877,normal
263.9981861431642,116.09566591003907,45.07947497341768,0.19458496773538297,1.0,0.0,59.91844858973471,4.533594404722146,196.79330656518334,147.47043298072907,12.0,1.0,0.8392852319838393,3.8104939905427004,http_flood
940.299982101685,141.02888661127088,45.769883523644076,0.016162998317485078,0.7563798520907618,0.29202118929085086,50.17082214920983,2.954931978075993,521.0681690742547,138.68614017707483,4.0,3.0,3.487727877231978,3.3579797880703386,normal
932.4948063128779,94.86035982111316,5.381208273840925,0.08078876285194417,0.9109844805273999,0.09583801250451393,58.19153285905665,2.0014457055086075,642.3448002557124,80.68860387950126,3.0,3.0,2.026013281468617,2.079362029322504,normal
966.6455533571926,233.93596198688277,21.38233615330181,0.04049694203218097,0.40937935466065617,0.11829643623791264,39.437719098319484,3.7489987368673945,904.4433535316488,123.24272633041909,6.0,3.0,3.072913837027331,3.528412406795335,normal
1314.9540356978093,164.08561759547825,7.583156674249278,0.055541637914874535,0.7581024556062275,0.035068969446712804,37.716495125110775,4.456041582051961,848.4275059690611,154.25765468707925,6.0,6.0,3.150979880977773,3.8249831034320323,normal
42.21859810687535,11.16362371641809,107.99990017072263,0.8657410238746155,1.0,0.0,26.29579770294207,2.365413370763825,0.0,0.0,63.0,1.0,0.43469163269137034,4.965451343525568,syn_flood
361.06320740899184,258.9326996523734,4.408530132821848,0.032399672255114365,0.8642552047392225,0.03955001182841225,59.083506528503804,3.045138777088809,740.9296186605708,141.31778505402775,8.0,4.0,3.1001587599964138,3.4240287314964153,normal
1219.811575511626,112.3511198344305,48.01387356162559,0.0028866690190251644,0.9171759610299252,0.14350984396269237,35.3958935115249,2.068946440359052,812.4688808340907,161.9004918739069,6.0,4.0,3.893555115970994,3.234551366585082,normal
938.2121827193694,284.88137493358977,10.124020075063385,0.046796794018306845,0.9031564450438202,0.38573364603651,46.84120724699146,3.0818881146611865,709.7489716994838,158.31354626076262,9.0,10.0,3.034863561263454,3.4568854458182576,normal
1001.1431614273426,109.89804734465281,7.863234424551193,0.1108783250080779,0.779982256999974,0.33721503308670114,43.08122481388677,1.1862464311177536,786.1725238579917,176.757344590647,4.0,4.0,2.8933242513421185,3.149798102800743,normal
795.2534897068896,100.27730458616142,41.72587678274422,0.24651548094619433,1.0,0.0,41.70417777542118,6.9394231678446205,356.77042382330694,91.61570635701312,9.0,1.0,0.7247883712058604,2.552829069373169,http_flood
725.7458526691273,183.44128411327068,1.5173369257885285,0.14278145870416273,0.7482033646417435,0.12281420644025082,53.654002113659494,2.4834361474934576,469.7758974456792,190.41866925868808,5.0,4.0,3.6316791402678223,3.670659720065955,normal
764.4361973272933,265.99439051997365,1.7144778590721805,0.1276156301401668,0.757335946217832,0.2590760920822419,48.26044267301178,1.3877397901813864,596.5748144912068,118.45505586785004,3.0,5.0,3.992892864108258,3.4879335735907846,normal
886.6447516284131,281.62169785601657,6.186421330832895,0.010693166010673731,0.9142059342360873,0.2072255500731447,34.20150441005864,1.4412722176188044,1080.7035297488628,187.5256977754054,5.0,3.0,2.4318807507674114,2.2387261368773315,normal
46.12486019644777,12.962719788310437,459.08286724437585,0.9488052772524601,1.0,0.0,21.84622450469969,2.506241724410453,0.0,0.0,62.0,1.0,0.890548363203988,5.7273225518547815,syn_flood
903.7222524726893,200.09014512652624,26.05163648608451,0.16481280885014907,0.822272749157875,0.16480236412798216,36.63178063993017,1.339262692759395,678.0962542357433,125.37130115388202,4.0,7.0,3.8978389163936367,2.1798259421427844,normal
944.6593819555492,148.9489680661543,48.511119924449225,0.10855250319631489,0.5512438347648426,0.16408773666211698,49.47589827988078,3.791938927965718,683.8821399814119,195.43859512257575,8.0,3.0,2.23553895692688,3.9768584380953786,normal
1178.1934491033599,54.39347078523411,8.87332403339671,0.19695814291514557,0.9082577103479549,0.1868017628163551,35.26115218166386,2.406042854474391,565.679029198624,56.49295652124847,8.0,4.0,3.156169842596036,2.159530099892734,normal
1104.1677953233793,67.47100623565603,5.412671711259378,0.16558139648451278,0.9792614286983929,0.20402008187659204,49.170195123175084,3.7112381597183246,834.1730080654673,169.24169480758766,8.0,3.0,3.516897737946143,3.1068721312865932,normal
1012.6593661378143,53.849056602917486,7.103635450844481,0.009368513253699128,0.9033416280840257,0.05832736532736309,54.58013688660114,4.516044616088211,780.876836249561,92.91308266923993,7.0,2.0,3.440663545457515,2.038612910703354,normal
122.60763486906282,39.76431585686465,169.18082777400423,0.0,0.0,1.0,22.041167169432473,2.090764495883503,79.2276076643954,21.42503351685146,35.0,1.0,0.9985389952410484,5.435927152263371,udp_flood
481.29905023104686,91.78515119153818,37.089012521326936,0.2994640046294741,1.0,0.0,30.658255079246818,3.0769571844687285,319.7402422835641,88.90222751806024,11.0,1.0,0.26927416827475237,2.441223071682095,http_flood
45.23578621983483,18.617860468612665,102.12549090970565,0.8918669561632601,1.0,0.0,28.72711755720254,1.0397934706158585,0.0,0.0,68.0,1.0,0.6085812052822043,5.819354126854192,syn_flood
1159.6534224166278,150.6126410988624,12.87117606738096,0.42896215105612484,0.945725626045732,0.32637348546571554,36.78998287389511,1.65229494649827,898.1513451931211,193.74987800788224,6.0,5.0,3.2031283668453145,3.185211785945162,normal
1161.0398197402137,193.67939756044396,17.474831051264776,0.012310763107060687,0.6973126962542622,0.11467270031971535,43.08544589167556,4.847931697630591,756.0958734895698,120.57916416869182,5.0,4.0,3.7061914359323485,3.004611488464292,normal
1010.764382516608,276.1259436599214,13.54805965932345,0.012375913823348428,0.7276793392349628,0.10779809245787851,54.967327218758015,2.683857826238359,809.2320745539513,97.40513488424385,6.0,5.0,3.755977853414703,2.0210877554408015,normal
483.99044515657164,61.35885844922453,39.3731006882755,0.2564272686924858,1.0,0.0,63.93149877946681,6.232367770989004,283.2570266423936,61.93583134431,10.0,1.0,0.39612177399533555,3.2752330099828977,http_flood
1135.2347226518377,87.55793460783966,14.483643270026423,0.03895994526657755,0.9433244040658308,0.1945853607287577,57.98744567987518,3.1273702903871934,736.91538184932,140.16909402629602,8.0,5.0,3.6941380905625354,2.4387353272477528,normal
191.9157268288722,28.595184163705156,294.3654728719548,0.0,0.0,1.0,38.38038021824762,1.706666239096943,58.92686081195577,9.977625010836746,29.0,1.0,0.321654432132242,4.053334296862216,udp_flood
539.8834694252641,114.89864979015374,90.3890323884523,0.19563240570178117,1.0,0.0,31.129059211938177,6.747485810614228,178.4996330562719,94.90136864425162,6.0,1.0,0.8211025307053953,2.1952367585897545,http_flood
120.59436135424637,47.24597479988909,158.68653207182388,0.0,0.0,1.0,24.47278962474641,2.184555351125687,80.912883509497,28.428779896553824,24.0,1.0,0.04904418816952594,5.823326738575541,udp_flood
644.7702970943992,128.40998192627788,8.682906684534661,0.023642652068331257,0.8374848036385109,0.26435188522418196,50.17271016302965,4.222196124569304,590.0051065987136,100.84387285024391,6.0,2.0,2.8443592505942648,2.6047984399879285,normal
793.6035579961715,60.87796842440636,10.43219081082452,0.04086448158536895,0.79235360977008,0.3214997364815289,63.36220807043244,4.6699125142997815,766.5191010552428,172.30601500421443,11.0,3.0,2.3705738141323436,2.330262759999087,normal
965.229205543785,287.0920550355127,2.9917323371116886,0.20407824783967282,0.5784392385001865,0.16855971691858468,47.710859861471945,2.4141319389867273,699.1240026166063,150.7959874612337,7.0,4.0,2.0986173767947323,2.1244402711294113,normal
137.1564968422285,16.126293975902925,80.5906401411972,0.0,0.0,1.0,34.43128207361134,2.2809526529412465,50.14495415765929,25.03244191622288,20.0,1.0,0.8374112991202465,5.391012865075353,udp_flood
149.94643909660513,24.153979270898663,108.66464241949392,0.0,0.0,1.0,32.646500950831594,2.0047775469517735,21.35492127129913,27.710761179443065,25.0,1.0,0.5704227500279062,5.274587944125006,udp_flood
750.7666133366151,213.73389361182356,37.276903117387455,0.09543547337626256,0.7744556657231338,0.1113841960655906,58.992877547753885,1.5890265399108534,791.7685777333743,90.68815240224708,4.0,2.0,2.1519412389663346,2.7748146172781216,normal
1015.3920781698564,253.09405639158118,1.5029515738938666,0.07185052905017482,0.6841067315811804,0.25284951195999583,54.035297545644454,1.9948797089978196,698.1709328494677,137.5194780313218,5.0,2.0,2.7562866737690994,2.3667033588729165,normal
760.1920017264662,198.36200051934517,21.219952823942325,0.03842227779796263,0.8686957566128222,0.5059157304283173,55.843973220341496,4.694805782413302,681.8533451971059,83.88726029165989,8.0,4.0,2.5912353104752217,2.3644318372770923,normal
1017.9391283361825,98.31942869238421,2.751360336363238,0.019397123320052643,0.7870760673531312,0.3125893407097767,46.40525855871643,1.2881135487945619,1034.8765257053437,86.55406382755743,8.0,3.0,2.1614402184446533,3.5010183804838046,normal
915.8404663810977,99.66573203430826,15.607190544020032,9.844474958381872e-05,0.9677354142962209,0.16310756520749672,36.91442662912555,2.4967181529711833,833.3590432756389,74.71866079558956,3.0,4.0,2.274450389133419,3.7846377450284425,normal
56.400558629621244,13.166231384954017,113.74764426272701,0.8433109196056923,1.0,0.0,38.46018971002528,2.2958629493863856,0.0,0.0,63.0,1.0,0.6977013461571995,4.493863360587738,syn_flood
1150.9907520088764,71.74971239142366,17.443738990941977,0.07438731347318718,0.9385658908622433,0.3151458691741506,58.61138415258931,2.521699165367901,771.3121687127706,189.9455664959001,3.0,6.0,2.626668329397181,2.652169349404115,normal
64.68123468205556,12.737970534101716,170.34978858022197,0.8451380859215719,1.0,0.0,37.30240831639032,2.124728441168945,0.0,0.0,73.0,1.0,0.5997584081103622,5.176445627057106,syn_flood
810.8984726282554,252.87905989535514,5.921604132769967,0.007825155454789894,0.7393928898748783,0.07441361496328738,33.23425558615664,2.948014563598079,819.9794176576546,61.245636258873596,5.0,2.0,3.4897916633652386,2.851565566719266,normal
112.68729433915922,43.95831228865748,134.66425439815163,0.0,0.0,1.0,30.477284557610094,2.5041356631327605,36.99643290396642,26.360831874087093,17.0,1.0,0.19435836057222833,5.867122123610632,udp_flood
956.5939715808667,174.132283456199,10.651843718876407,0.24571457879271094,0.7388095172398816,0.06852166155674162,48.62801165596581,3.0767324954390722,534.948315733468,71.4025742890046,5.0,7.0,3.8431585896632634,2.0148794200055598,normal
850.9394132069913,151.84491608505274,7.661682912927347,0.09397458127949147,0.6339430442941922,0.18679958947871414,61.262584396225044,2.2905773647624645,668.54921638346,133.14453414192064,5.0,6.0,2.929979998840511,3.3481791347706116,normal
854.4228873340165,294.12226265554193,6.199934948963852,0.040212822077519916,0.9089358414738731,0.1931470673473568,47.01644120813295,3.578974639113483,866.7322159899991,145.28286596476983,6.0,1.0,3.9911258968519343,3.840875235542527,normal
499.47256855734787,60.47901392468704,87.0146782138565,0.15035191441697285,1.0,0.0,44.750077744592275,7.520999555848737,216.0820984549272,138.75394632402777,10.0,1.0,0.1367192140471113,3.885162925160744,http_flood
946.6518264618256,112.24880520739637,11.261542715901719,0.03506655871087143,0.7664885804253362,0.42348135303364365,33.423947238499025,4.837638268949819,609.5164423023914,127.86529008353796,6.0,4.0,3.1860699505188546,2.884398628403292,normal
802.4228534128546,258.27099203333626,5.27391477916316,0.02182931091896769,0.8165353019872835,0.1878237769069522,39.05456861171966,3.624404566651499,915.9007044963729,62.245997301358116,9.0,3.0,3.1180607761536887,2.576650561548229,normal
174.539036568837,10.836072559442629,88.17945413233849,0.0,0.0,1.0,25.57639508162768,1.3655724174115027,80.71962110230254,14.894279211674759,24.0,1.0,0.7767429624683032,5.704859009577986,udp_flood
1359.0405750956195,223.3298371153839,8.998864050416483,0.08118313753977459,0.7575452609190709,0.07603421502086939,45.82382439414792,3.1016152107675317,607.8013732340206,130.70805534994363,13.0,4.0,3.98059006883473,2.6930665675542134,normal
42.741611086695116,8.855586398740272,405.26078087038854,0.8809823636298098,1.0,0.0,35.552978472784304,1.6130423292775489,0.0,0.0,61.0,1.0,0.6521115946626629,5.010920618132804,syn_flood
732.2247915629341,150.84582094930943,37.63822554478136,0.11314964837185398,1.0,0.0,49.71936635854779,7.6536022027918325,195.33163700078273,51.11326711787855,6.0,1.0,0.3242375389288953,2.709402206965235,http_flood
922.8515592376832,248.916105990946,3.974669869761098,0.04982410603140868,0.7953049762883747,0.18684834675010653,34.40543484488625,1.2894232867364797,780.2161584560613,146.43077616475733,6.0,3.0,2.4520676478229246,2.8564527178339114,normal
877.127531561395,203.6821520572783,4.3630160066344015,0.07265171351008412,0.8559087621662116,0.22180289576526946,44.09466355952989,1.1706556019496186,995.7058435099419,133.30436323740867,8.0,3.0,2.1076607697940206,2.322082943533914,normal
305.6076740112359,55.158699177695176,67.8069568054722,0.18751683227677837,1.0,0.0,60.93768651626685,3.9463578164843263,282.6000130619585,86.18481063596765,11.0,1.0,0.8076024027204483,2.9727617313601624,http_flood
180.00467178834606,36.7611435024408,170.33304805741633,0.0,0.0,1.0,23.36178682404538,2.0454181931164896,22.926241188233256,13.290920004465988,31.0,1.0,0.6174820563443812,5.2215905356004075,udp_flood
863.5697661750035,131.86864993641282,2.456847181042609,0.04325753993202591,0.7590265657882472,0.013836059160772506,53.1391808867118,1.2378167659265893,984.9617421041155,110.55384665561313,9.0,6.0,3.00776908692503,2.220038412244495,normal
1133.3364087474843,216.1408442837058,8.496364833956918,0.2236488079831209,0.6921411597959085,0.6154156721439413,60.720899441586965,1.1067063195326088,885.7728139520041,81.5904767129723,6.0,3.0,2.111979304699476,2.3430836217345847,normal
1359.0090388067213,237.81285533571386,5.003255982868937,0.14491973967829722,0.9577438241351635,0.0808958291517785,56.73143334788367,3.0995549975143635,936.7743151051991,174.65738096137216,7.0,4.0,2.231906446299989,2.3022997458008927,normal
68.61903028936386,16.545593964349735,281.5574554280729,0.8468850896553541,1.0,0.0,27.942441481938644,1.873413513681326,0.0,0.0,60.0,1.0,0.9494494028762854,5.164055909847644,syn_flood
790.4676835363065,52.51430919161186,5.835808638741916,0.031810203475168934,0.8630263614185171,0.05903788870221616,51.280142472841106,1.3082252106762318,576.7585345220679,72.50157772313307,11.0,5.0,3.3153259436151195,2.570618539147686,normal
664.7063772330009,186.55385780249793,27.03005466276205,0.22980797882362378,1.0,0.0,63.01210453982876,4.136597203313377,346.0751255329018,88.41738178294216,9.0,1.0,0.11661440895435482,2.0054793611024397,http_flood
622.7611353956636,149.7340855206039,10.085229952423896,0.015107659118716157,0.577080398556257,0.290063634210632,34.30516416425251,1.8908632934151153,818.2015962059359,150.0037581785238,8.0,4.0,3.651252027299357,2.8910423424632956,normal
147.99369356490885,44.309668088552854,279.9946389624847,0.0,0.0,1.0,26.782044022877933,2.034107265807119,79.32153753689562,26.518325117788002,27.0,1.0,0.22499332586211307,4.049883223246901,udp_flood
1027.2085137117683,228.3116714623031,6.227545758453392,0.07179507704514207,0.6505590483070327,0.17885193326346213,40.90554498868422,4.220669604910428,1155.503252095298,189.59518119490366,6.0,8.0,2.1252826020666706,2.023793863144153,normal
1202.2496532920113,290.0016885881538,4.1343404906268795,0.05101754471087636,0.7076214768052036,0.0305107633698579,45.092973882365875,1.837631893269434,587.7069369614095,121.50984843667139,3.0,4.0,3.122785599877533,3.606161998579248,normal
1017.3571193953754,220.99803818427708,4.625974121447312,0.1487818700830529,0.5450173047680645,0.07661024143623807,54.55787878400143,1.7397810653510097,585.6385952245059,80.17408214285818,4.0,1.0,3.334488629915625,3.2361429873682472,normal
1080.885202455966,244.35859988679331,4.130142674618721,0.026748134857633263,0.8143936706978013,0.18364222393715773,50.955499769109174,4.853349689803259,930.1759108767276,85.8498910710498,5.0,3.0,2.8068808923413213,3.257343620530501,normal
802.8007215765169,133.21990738517127,14.042246971745904,0.028977138882072654,0.8327343942109532,0.18756521901348763,41.75902555426043,4.430236074622583,694.1414660370194,75.2491970219652,3.0,3.0,2.2714424097356796,3.2907131790123163,normal
1047.2174882154313,283.6185439613612,1.5381779310571928,0.013370011536043058,0.827300730797543,0.08509866361020606,30.912469629947424,3.5480598366918574,536.2009920463013,193.92790939634693,5.0,4.0,3.783286329830199,2.881826874125165,normal
998.162283690758,215.89235997259567,6.774997833402027,0.14486806265713492,0.7460348147965644,0.07335066128692701,59.58930481104413,2.91178462677006,671.9738130052722,149.4091382671087,6.0,4.0,3.0001701072315528,2.0375284805367366,normal
1035.236888703694,98.59336933942257,1.316318036234164,0.22311128000916378,0.4096174010194442,0.1818939724652309,35.71899621810651,3.2182279722806184,751.2202166143086,113.40104806882538,6.0,1.0,2.8283212453345326,2.5112547951067317,normal
1144.2222597006541,67.15580163163524,41.904390505502796,0.055678707293305166,0.9247281121310116,0.1486717476015397,62.60726908574619,4.766793521526582,801.3983411852357,152.175499498753,7.0,6.0,2.5382993374543332,3.729916643847802,normal
1149.0174554220112,237.77535046541715,11.240515798814183,0.006360225038560164,0.8362940469210549,0.07932281162521485,33.94731493882374,2.9267407421004994,784.2097096738448,98.64972422624083,5.0,5.0,3.1635336282616437,3.4078652685144215,normal
895.0296218374045,160.9582010942193,17.72038969275996,0.2120860192611128,0.7411635320203626,0.1772500661727182,51.256620486019,3.6670062452680483,906.0178472539549,65.26489901764731,5.0,5.0,2.1615008992376232,3.6559341755745742,normal
1092.6106781081508,52.44236170471632,6.510437623120353,0.14072496998662531,0.9181161253001126,0.12524260599184275,43.691757739636785,1.5721748157477573,618.9157343067898,134.29044128047306,6.0,4.0,2.014999590855636,2.7268086899049626,normal
41.92962581447933,8.832916259252329,331.4619332908014,0.9001347531288126,1.0,0.0,37.66722127805381,1.4526270144128992,0.0,0.0,49.0,1.0,0.7709012759031185,4.124644771073461,syn_flood
41.35978398937183,10.065075530476829,236.0480622018825,0.8439404941762618,1.0,0.0,26.592775891063013,1.7508591714888266,0.0,0.0,64.0,1.0,0.7590523239095549,4.441322228404999,syn_flood
59.62376866581331,11.195601295089098,113.25697850456305,0.0,0.0,1.0,21.3552867359637,2.2369609492483384,25.922277305070686,24.587436486019307,23.0,1.0,0.13826813040869013,4.546484586540815,udp_flood
97.26455272062788,16.130200641378988,94.80979753594262,0.0,0.0,1.0,23.218204323997785,1.0334605162955999,32.874157382980364,8.250388578554656,25.0,1.0,0.10845902961016674,4.614229218794898,udp_flood
83.7865372655831,10.321133092407774,348.09160313124494,0.0,0.0,1.0,33.4121195101368,2.9660616500234944,20.96463151266443,27.594711152960095,20.0,1.0,0.03666342588895399,5.586530561177053,udp_flood
1172.0727070279581,161.62255263659762,8.810873649857442,0.008317083211932513,0.9592955280394696,0.43986894321958764,48.79175540139671,3.187139082635199,854.7455700263525,195.7498791438281,7.0,2.0,3.9763900538563663,2.7310985361639926,normal
264.97277586117843,101.25049876643271,84.70470393213766,0.18559499173631555,1.0,0.0,48.25661178024785,2.7693554059664907,348.18627829855774,58.2549225451444,10.0,1.0,0.22783063894249345,2.393904648456193,http_flood
71.34571536341281,15.591795642535631,129.4631883915227,0.915511128570567,1.0,0.0,31.48652924202635,1.5308496798478628,0.0,0.0,53.0,1.0,0.23281627033704544,5.526102031844383,syn_flood
68.55401325263063,8.629001450278073,237.4798432555352,0.8114425294397806,1.0,0.0,22.97326183229221,2.6844685033195925,0.0,0.0,64.0,1.0,0.3911749477357671,4.778977166753996,syn_flood
